"trans_id","prop_address","prop_city","prop_zip","prop_latitude","prop_longitude","prop_census","parcel_id","sale_date","sale_price","lot_sqft","property_land_use","year_built","total_bedrooms","total_baths","airconditioning_type","prop_fireplace","prop_sqft","year","building_age"
512463938,NA,"GALLATIN NY 10012",10012,NA,NA,NA,194713335,2020-10-02,275000,262666.8,101,1800,3,1.5,NA,NA,1691,2020,220
564447096,"228 PARK AVE STE 73833","ROCHESTER",10003,NA,NA,NA,89812071,2022-01-20,50000,4356,101,1900,2,1,NA,NA,1577,2022,122
566731153,"228 Park Ave S","New York",10003,40.737553,-73.9885,360610052001002,89786541,2022-03-17,60000,3484.8,101,1900,3,1,NA,NA,1380,2022,122
425414041,"500A E 87TH ST","NEW YORK",10128,40.776418,-73.946552,360610144024003,90607430,2018-01-01,3033333,8198.01,106,1963,NA,NA,NA,NA,1089,2018,55
425414054,"500A E 87TH ST","NEW YORK",10128,40.776418,-73.946552,360610144024003,90607344,2018-01-01,3033333,8198.01,106,1963,NA,NA,NA,NA,2584,2018,55
425435348,"250 E 49th St","New York",10017,40.754238,-73.969558,360610090005000,90578164,2018-01-03,1050000,NA,106,2006,NA,NA,NA,NA,647,2018,12
425435373,"240 W 98th St","New York",10025,40.795893,-73.971532,360610183004000,90619658,2018-01-02,1550000,35322,106,1923,NA,NA,NA,NA,1150,2018,95
425435388,"101 W 79th St","New York",10024,40.782416,-73.975703,360610165002000,90566301,2018-01-08,4001000,NA,106,1986,NA,NA,NA,NA,1575,2018,32
425435391,"101 W 24th St","New York",10011,40.744007,-73.9924,360610091001002,90524147,2018-01-04,1490000,19760,106,2006,NA,NA,NA,NA,830,2018,12
425435399,"322 W 57th St","New York",10019,40.766966,-73.98399,360610139006000,90547835,2018-01-03,1700000,35145.25,106,1978,NA,NA,NA,NA,1112,2018,40
425435401,"155 W 11th St","New York",10011,40.736551,-74.000005,360610071003000,158167410,2018-01-04,14173186,NA,106,2013,NA,NA,NA,NA,3687,2018,5
425435410,"188 E 70th St","New York",10021,40.768366,-73.961972,360610120004000,90587011,2018-01-05,1850000,NA,106,1986,NA,NA,NA,NA,1820,2018,32
425435463,"50-825 United Nations Plz","New York",10017,40.751761,-73.968299,360610090003001,153728595,2018-01-03,7741200,20139,106,2008,NA,NA,NA,NA,3004,2018,10
425435468,"40 E 78th St","New York",10075,40.775341,-73.962502,360610142003000,90585544,2018-01-03,2425000,NA,106,1958,NA,NA,NA,NA,1295,2018,60
425435469,"235 E 40TH ST APT 38D","NEW YORK",10016,NA,NA,NA,90576396,2018-01-05,999000,NA,106,1986,NA,NA,NA,NA,715,2018,32
425793710,"450 W 17th St","New York",10011,40.743611,-74.006109,360610083003001,90518422,2018-01-03,2380000,NA,106,2006,NA,NA,NA,NA,1038,2018,12
425793712,"280 Park Ave S","New York",10010,40.739539,-73.987467,360610056003000,90527738,2018-01-05,2300000,NA,106,1986,NA,NA,NA,NA,1033,2018,32
425793718,"607 Hudson St","New York",10014,40.737394,-74.006137,360610079004006,90515525,2018-01-04,11288400,8185,106,1906,NA,NA,NA,NA,3537,2018,112
425793719,"127 Madison Ave","New York",10016,40.745468,-73.984308,360610074003000,90529448,2018-01-03,1950000,NA,106,1920,NA,NA,NA,NA,1550,2018,98
425793720,"50 E 72nd St","New York",10021,40.771139,-73.964647,360610130002002,90584966,2018-01-04,1253500,NA,106,1928,NA,NA,NA,NA,724,2018,90
425793726,"202 Bowery","New York",10012,40.721501,-73.993969,360610043002000,90507115,2018-01-10,2150000,NA,106,2005,NA,NA,NA,NA,1075,2018,13
425793729,"308 W 88th St","New York",10024,40.790277,-73.977674,360610175002000,90570689,2018-01-10,12500000,2114.07,101,1900,NA,NA,NA,NA,6306,2018,118
425793735,"100 W 93rd St","New York",10025,40.790775,-73.969367,360610177001001,90567719,2018-01-03,805000,NA,106,1973,NA,NA,NA,NA,493,2018,45
425793737,"21 W 20TH ST # 10PH1","NEW YORK",10011,NA,NA,NA,158168121,2018-01-10,9523388,9000,106,2015,NA,NA,NA,NA,4841,2018,3
425793740,"310 W 52nd St","New York",10019,40.76376,-73.985992,360610133002000,90546355,2018-01-05,999000,NA,106,2005,NA,NA,NA,NA,635,2018,13
425793744,"372 Central Park W","New York",10025,40.793181,-73.96446,360610185001000,90615998,2018-01-04,5455000,111671.5,106,1961,NA,NA,NA,NA,1141,2018,57
425793751,"15 William St","New York",10005,40.705274,-74.010231,360610009001006,90486783,2018-01-08,1275000,NA,106,2005,NA,NA,NA,NA,791,2018,13
425793759,"416 Washington St","New York",10013,40.722584,-74.010988,360610039001016,90497107,2018-01-11,2995000,NA,106,2004,NA,NA,NA,NA,1588,2018,14
425793765,"188 E 64th St","New York",10065,40.764499,-73.964841,360610120002002,90586420,2018-01-08,2800000,NA,106,1987,NA,NA,NA,NA,1386,2018,31
425793766,"28 Perry St","New York",10014,40.735522,-74.002186,360610073006001,90514492,2018-01-08,921516,2125,106,1900,NA,NA,NA,NA,455,2018,118
425793767,"200 E 62nd St","New York",10065,40.763017,-73.965076,360610110003000,158171072,2018-01-02,1864000,21831.97,106,1967,NA,NA,NA,NA,1156,2018,51
425793775,"15 William St","New York",10005,40.705274,-74.010231,360610009001006,90486837,2018-01-09,1280000,NA,106,2005,NA,NA,NA,NA,832,2018,13
425793779,"200 E 66th St","New York",10065,40.76544,-73.963239,360610118007000,90589954,2018-01-16,1550000,NA,106,1951,NA,NA,NA,NA,1078,2018,67
425793788,"525 E 11th St","New York",10009,40.728143,-73.980474,360610034002000,90502191,2018-01-10,2000000,NA,106,1965,NA,NA,NA,NA,1039,2018,53
425793790,"140 E 63rd St","New York",10065,40.764401,-73.966198,360610114021000,90586195,2018-01-09,1375000,NA,106,1927,NA,NA,NA,NA,804,2018,91
425793807,"333 Rector Pl","New York",10280,40.709693,-74.017239,360610317042000,90485005,2018-01-05,1110000,NA,106,1985,NA,NA,NA,NA,779,2018,33
425793815,"530 E 76th St","New York",10021,40.768188,-73.950085,360610132007001,90595902,2018-01-10,980000,NA,106,1986,NA,NA,NA,NA,680,2018,32
425793816,"250 E 40th St","New York",10016,40.748519,-73.973396,360610088002001,90536366,2018-01-03,2125000,NA,106,1988,NA,NA,NA,NA,1547,2018,30
425793818,"415 E 37th St","New York",10016,40.74553,-73.97149,360610086011010,90540343,2018-01-08,1200000,NA,106,1988,NA,NA,NA,NA,860,2018,30
425793822,"555 W 23rd St","New York",10011,40.749206,-74.006019,360610099001041,90517541,2018-01-11,880000,NA,106,2005,NA,NA,NA,NA,462,2018,13
425793827,"322 W 57th St","New York",10019,40.766966,-73.98399,360610139006000,90548061,2018-01-12,4250000,35145.25,106,1978,NA,NA,NA,NA,2049,2018,40
425793828,"301 W 53rd St","New York",10019,40.764509,-73.985128,360610133005000,158169168,2018-01-04,1179831,35000,106,1979,NA,NA,NA,NA,678,2018,39
425793829,"200 Rector Pl","New York",10280,40.708326,-74.016542,360610317043002,90484516,2018-01-03,1868647,NA,106,1987,NA,NA,NA,NA,1145,2018,31
425793833,"350 E 62nd St","New York",10065,40.761508,-73.960899,360610110006000,168908717,2018-01-05,600000,15200,106,1916,NA,NA,NA,NA,464,2018,102
425793836,"108 Odell Clark Pl","New York",10030,40.816169,-73.940384,360610228001000,90626338,2018-01-04,745000,4996,106,2009,NA,NA,NA,NA,1018,2018,9
425793837,"45 W 67th St","New York",10023,40.774246,-73.980591,360610153007000,90555108,2018-01-08,1400000,15063,106,1983,NA,NA,NA,NA,764,2018,35
425793841,"355 E 19th St","New York",10003,40.734839,-73.980733,360610064004002,161047970,2018-01-05,2920000,3680,106,2014,NA,NA,NA,NA,2009,2018,4
425793842,"200 Rector Pl","New York",10280,40.708326,-74.016542,360610317043002,90484704,2018-01-08,1207500,NA,106,1987,NA,NA,NA,NA,976,2018,31
425793847,"75 Wall St","New York",10005,40.705193,-74.007901,360610007001018,90487854,2018-01-08,721000,NA,106,1987,NA,NA,NA,NA,445,2018,31
425793850,"130 W 20th St","New York",10011,40.741453,-73.995728,360610087001002,90523267,2018-01-05,1125000,4600,106,2008,NA,NA,NA,NA,750,2018,10
425793853,"497 Manhattan Ave","New York",10027,40.808106,-73.954907,360610257002003,90624965,2018-01-12,1374638,NA,106,1899,NA,NA,NA,NA,1460,2018,119
425793854,"200 E 62nd St","New York",10065,40.763017,-73.965076,360610110003000,158171039,2018-01-08,6000000,21831.97,106,1967,NA,NA,NA,NA,3101,2018,51
425825156,"203 SPRING ST","NEW YORK",10012,40.725455,-74.00346,360610049002000,160944149,2018-01-16,4945200,NA,107,1900,NA,NA,NA,NA,NA,2018,118
426059916,"160 E 72ND ST","NEW YORK",10021,40.77006,-73.961714,360610128002000,160952238,2018-01-10,3750000,NA,107,1928,NA,NA,NA,NA,NA,2018,90
426059980,"25 W 13TH ST","NEW YORK",10011,40.735799,-73.994898,360610063001000,160952226,2018-01-24,315000,NA,107,1960,NA,NA,NA,NA,NA,2018,58
426136008,"123 Washington St","New York",10006,40.709219,-74.013753,360610013001015,90489067,2018-01-10,2599788,NA,106,2007,NA,NA,NA,NA,1152,2018,11
426136009,"1 Lincoln Plz","New York",10023,40.771517,-73.981406,360610149004000,90554272,2018-01-10,1350000,NA,106,1970,NA,NA,NA,NA,723,2018,48
426136015,"116 Central Park S","New York",10019,40.765626,-73.977483,360610137001000,90543272,2018-01-10,865000,NA,106,1950,NA,NA,NA,NA,516,2018,68
426136019,"111 E 88th St","New York",10128,40.781263,-73.95515,360610148023000,90599145,2018-01-11,2550000,NA,106,1929,NA,NA,NA,NA,1610,2018,89
426136024,"30 E 85th St","New York",10028,40.780075,-73.959774,360610150012001,90596548,2018-01-16,5300000,NA,106,1987,NA,NA,NA,NA,1550,2018,31
426136026,"142 Edgecombe Ave","New York",10030,40.821273,-73.944466,360610259002003,153729979,2018-01-11,1567000,1853.91,106,1920,NA,NA,NA,NA,1802,2018,98
426136038,"200 E 66th St","New York",10065,40.76544,-73.963239,360610118007000,90590043,2018-01-11,3475000,NA,106,1951,NA,NA,NA,NA,1705,2018,67
426136042,"155 W 71st St","New York",10023,40.777651,-73.980891,360610157007000,90558943,2018-01-09,750000,NA,106,1940,NA,NA,NA,NA,555,2018,78
426136043,"163 Saint Nicholas Ave","New York",10026,40.805629,-73.953102,360610220004003,90623427,2018-01-05,534581,22090.22,106,2003,NA,NA,NA,NA,670,2018,15
426136049,"18 W 48th St","New York",10036,40.757606,-73.979179,360610096001002,90572047,2018-01-12,795000,NA,106,2005,NA,NA,NA,NA,586,2018,13
426136051,"800 10th Ave","New York",10019,40.766709,-73.989662,360610133004000,90550240,2018-01-09,1495000,NA,106,2008,NA,NA,NA,NA,981,2018,10
426136054,"250 W 90th St","New York",10024,40.790843,-73.974937,360610175004000,90569400,2018-01-05,840000,16362,106,1985,NA,NA,NA,NA,630,2018,33
426136056,"175 W 12th St","New York",10011,40.737359,-74.000151,360610071002000,90513932,2018-01-18,935000,NA,106,1961,NA,NA,NA,NA,485,2018,57
426136068,"524 E 72nd St","New York",10021,40.766042,-73.952338,360610124007001,90595238,2018-01-19,907754,25500,106,1989,NA,NA,NA,NA,776,2018,29
426136074,"60 W 13th St","New York",10011,40.736222,-73.996872,360610063001001,90511468,2018-01-05,1295000,NA,106,1966,NA,NA,NA,NA,537,2018,52
426136087,"188 E 64th St","New York",10065,40.764499,-73.964841,360610120002002,90586406,2018-01-18,1175000,NA,106,1987,NA,NA,NA,NA,782,2018,31
426136088,"299 W 12th St","New York",10014,40.737705,-74.005035,360610077003006,90515722,2018-01-19,2395000,NA,106,1930,NA,NA,NA,NA,825,2018,88
426136096,"1355 1st Ave","New York",10021,40.76836,-73.955996,360610126001002,158171341,2018-01-18,6307031,5100,106,2009,NA,NA,NA,NA,3135,2018,9
426136101,"120 E 87th St","New York",10128,40.780073,-73.955714,360610148025000,90598718,2018-01-17,4300000,NA,106,1981,NA,NA,NA,NA,1896,2018,37
426136111,"225 Rector Pl","New York",10280,40.70929,-74.01613,360610317043000,90483732,2018-01-15,797000,NA,106,1985,NA,NA,NA,NA,602,2018,33
426136113,"715 Park Ave","New York",10021,40.769458,-73.964463,360610120004001,90586878,2018-01-04,2000000,NA,106,1969,NA,NA,NA,NA,1243,2018,49
426136114,"93 Worth St","New York",10013,40.716637,-74.004865,360610033001006,90494176,2018-01-19,3600000,12422,106,1924,NA,NA,NA,NA,1917,2018,94
426136118,"291-295 Cherry St","New York",10002,40.711162,-73.987469,360610006006000,90498225,2018-01-18,945000,54450,106,1986,NA,NA,NA,NA,875,2018,32
426136123,"30 W 63rd St","New York",10023,40.770769,-73.981573,360610149005000,90553763,2018-01-22,1120000,NA,106,1979,NA,NA,NA,NA,579,2018,39
426136131,"250 West St","New York",10013,40.721835,-74.011161,360610039001017,90497003,2018-01-17,4150000,26566,106,1906,NA,NA,NA,NA,1993,2018,112
426136132,"1355 1st Ave","New York",10021,40.76836,-73.955996,360610126001002,158171335,2018-01-18,3007000,5100,106,2009,NA,NA,NA,NA,2089,2018,9
426136145,"400 Central Park W","New York",10025,40.794224,-73.963692,360610189002002,90617039,2018-01-10,1145000,NA,106,1960,NA,NA,NA,NA,824,2018,58
426136146,"71-73 Nassau St","New York",10038,40.709755,-74.008502,360610015021000,90490487,2018-01-16,995000,NA,106,1906,NA,NA,NA,NA,813,2018,112
426136147,"1280 5th Ave","New York",10029,40.796291,-73.949035,360610174013001,90608554,2018-01-17,1850000,NA,106,2008,NA,NA,NA,NA,1284,2018,10
426136152,"450 W 17th St","New York",10011,40.743611,-74.006109,360610083003001,90518460,2018-01-12,2550000,NA,106,2006,NA,NA,NA,NA,1038,2018,12
426136154,"127 7th Ave","New York",10011,40.740775,-73.997708,360610081001000,90523025,2018-01-10,1570000,NA,106,2008,NA,NA,NA,NA,844,2018,10
426136156,"264 Water St","New York",10038,40.708696,-74.001619,360610015013002,153725415,2018-01-11,1555000,626.21,106,1900,NA,NA,NA,NA,1317,2018,118
426136159,"392 Central Park W","New York",10025,40.794712,-73.965395,360610185001000,90616262,2018-01-17,825000,NA,106,1960,NA,NA,NA,NA,702,2018,58
426136165,"200 E 62nd St","New York",10065,40.763017,-73.965076,360610110003000,158171052,2018-01-12,1730000,21831.97,106,1967,NA,NA,NA,NA,1156,2018,51
426136166,"392 Central Park W","New York",10025,40.794712,-73.965395,360610185001000,90616332,2018-01-18,905000,NA,106,1960,NA,NA,NA,NA,788,2018,58
426136167,"270 W 17th St","New York",10011,40.741435,-74.001039,360610081002001,90520812,2018-01-11,986000,NA,106,1989,NA,NA,NA,NA,622,2018,29
426136172,"110 E 64th St","New York",10065,40.765614,-73.967101,360610120003002,90586308,2018-01-09,9500000,1757.35,101,1899,NA,NA,NA,NA,4935,2018,119
426136173,"345 E 80th St","New York",10075,40.773471,-73.952304,360610138007001,90603858,2018-01-17,941881,NA,106,1973,NA,NA,NA,NA,733,2018,45
426136174,"202-204 W 140th St","New York",10030,40.818563,-73.942203,360610230003000,90626879,2018-01-16,699000,7200,106,1926,NA,NA,NA,NA,715,2018,92
426136176,"205 E 16th St","New York",10003,40.734611,-73.9856,360610048003000,90534491,2018-01-12,4925000,NA,106,1915,NA,NA,NA,NA,2129,2018,103
426136177,"350 W 42nd St","New York",10036,40.757918,-73.992155,360610115001000,90544944,2018-01-17,1430000,NA,106,2004,NA,NA,NA,NA,818,2018,14
426136178,"350 W 57th St","New York",10019,40.767391,-73.985054,360610139006000,90547255,2018-01-16,1330000,NA,106,1931,NA,NA,NA,NA,955,2018,87
426136179,"425 W 50th St","New York",10019,40.764374,-73.990133,360610133003001,153727512,2018-01-12,6723450,NA,106,1931,NA,NA,NA,NA,2688,2018,87
426136183,"182 W 82nd St","New York",10024,40.784759,-73.976685,360610165004000,153728104,2018-01-17,5800000,7560.58,106,1900,NA,NA,NA,NA,2432,2018,118
426136185,"400 W 12th St","New York",10014,40.73721,-74.009248,360610079002001,90516818,2018-01-22,5750000,44480,106,2007,NA,NA,NA,NA,1440,2018,11
426136186,"225 W 83rd St","New York",10024,40.786262,-73.977043,360610171002000,90568603,2018-01-22,918000,NA,106,1985,NA,NA,NA,NA,657,2018,33
426136187,"301 E 79th St","New York",10075,40.773341,-73.954466,360610138008000,90603200,2018-01-16,1514000,NA,106,1974,NA,NA,NA,NA,907,2018,44
426136191,"317 W 11th St","New York",10014,40.735856,-74.007105,360610075002000,90516270,2018-01-19,15750000,1464.86,101,1929,NA,NA,NA,NA,3201,2018,89
426621054,"140 W END AVE","NEW YORK",10023,40.77607,-73.986994,360610155006000,90560337,2018-01-25,3044775,72540,107,1964,NA,NA,NA,NA,640079,2018,54
426921290,"400 E 67th St","New York",10065,40.764284,-73.958128,360610116001005,90593645,2018-01-17,1985000,NA,106,2006,NA,NA,NA,NA,1275,2018,12
426921291,"322 W 57th St","New York",10019,40.766966,-73.98399,360610139006000,90547922,2018-01-17,1800000,35145.25,106,1978,NA,NA,NA,NA,1112,2018,40
426921294,"110 E 87th St","New York",10128,40.780385,-73.956187,360610148025000,90598341,2018-01-12,685000,NA,106,1939,NA,NA,NA,NA,507,2018,79
426921297,"140 E 63rd St","New York",10065,40.764401,-73.966198,360610114021000,90586179,2018-01-05,1280000,NA,106,1927,NA,NA,NA,NA,413,2018,91
426921298,"333 Rector Pl","New York",10280,40.709693,-74.017239,360610317042000,90484931,2018-01-17,1030000,NA,106,1985,NA,NA,NA,NA,860,2018,33
426921301,"400 W 12th St","New York",10014,40.73721,-74.009248,360610079002001,90516839,2018-01-22,17250000,44480,106,2007,NA,NA,NA,NA,4116,2018,11
426921302,"385 W 12th St","New York",10014,40.737746,-74.008868,360610079002000,90516931,2018-01-19,8488000,9922.62,106,2007,NA,NA,NA,NA,2526,2018,11
426921304,"160 W 66th St","New York",10023,40.774222,-73.98426,360610149001001,90556498,2018-01-19,3175000,31074,106,1989,NA,NA,NA,NA,584,2018,29
426921307,"400 W 12th St","New York",10014,40.73721,-74.009248,360610079002001,90516838,2018-01-22,15500000,44480,106,2007,NA,NA,NA,NA,3661,2018,11
426921311,"101 Allen St","New York",10002,40.718968,-73.990934,360610018007000,90502711,2018-01-12,330000,NA,106,1900,NA,NA,NA,NA,326,2018,118
426921312,"160 Central Park S","New York",10019,40.766174,-73.978517,360610137001000,90542643,2018-01-19,930000,43466,106,1930,NA,NA,NA,NA,827,2018,88
426921314,"275 Greenwich St","New York",10007,40.715173,-74.010922,360610021002004,90491288,2018-01-16,1165000,NA,106,1987,NA,NA,NA,NA,770,2018,31
426921320,"2211 Broadway","New York",10024,40.783747,-73.980883,360610167003003,90562265,2018-01-22,995000,NA,106,1908,NA,NA,NA,NA,623,2018,110
426921321,"450 W 17th St","New York",10011,40.743611,-74.006109,360610083003001,90518438,2018-01-22,1695000,NA,106,2006,NA,NA,NA,NA,689,2018,12
426921330,"340 W 57th St","New York",10019,40.767173,-73.985076,360610139006000,90547066,2018-01-24,625000,NA,106,1931,NA,NA,NA,NA,554,2018,87
426921331,"425 W 50th St","New York",10019,40.764374,-73.990133,360610133003001,153727504,2018-01-11,4700000,NA,106,1931,NA,NA,NA,NA,2199,2018,87
426921332,"325-333 E 45th St","New York",10017,40.751337,-73.969238,360610090002000,90579708,2018-01-17,700000,10403,106,1977,NA,NA,NA,NA,531,2018,41
426921333,"205 E 16th St","New York",10003,40.734611,-73.9856,360610048003000,90534484,2018-01-19,3003838,NA,106,1915,NA,NA,NA,NA,1892,2018,103
426921339,"421 Manhattan Ave","New York",10026,40.806169,-73.95619,360610201024000,90624643,2018-01-22,665000,NA,106,1910,NA,NA,NA,NA,738,2018,108
426921340,"270 W 17th St","New York",10011,40.741435,-74.001039,360610081002001,90520901,2018-01-19,1353000,NA,106,1989,NA,NA,NA,NA,575,2018,29
426921342,"40 E 66th St","New York",10065,40.767663,-73.968074,360610122002000,90584496,2018-01-24,5500000,10042,106,1929,NA,NA,NA,NA,2458,2018,89
426921345,"100 W 93rd St","New York",10025,40.790775,-73.969367,360610177001001,90567659,2018-01-25,850000,NA,106,1973,NA,NA,NA,NA,550,2018,45
426921346,"301 W 57th St","New York",10019,40.767242,-73.983078,360610139007000,90548754,2018-01-19,4500000,NA,106,1987,NA,NA,NA,NA,1466,2018,31
426921352,"150-156 W 56th St","New York",10019,40.76415,-73.979763,360610139006000,90541870,2018-01-23,2815000,NA,106,1987,NA,NA,NA,NA,1582,2018,31
426921354,"2148 Broadway","New York",10023,40.781316,-73.980664,360610163005002,90561839,2018-01-26,8900000,NA,106,2009,NA,NA,NA,NA,2959,2018,9
426921361,"300 E 33rd St","New York",10016,40.743106,-73.975624,360610070005000,90537843,2018-01-17,520000,NA,106,1962,NA,NA,NA,NA,556,2018,56
426921367,"155 W 68th St","New York",10023,40.776104,-73.982095,360610153002001,90558174,2018-01-25,530000,NA,106,1965,NA,NA,NA,NA,884,2018,53
426921369,"154 Attorney St","New York",10002,40.720381,-73.983146,360610022011001,90500348,2018-01-25,1175000,NA,106,2004,NA,NA,NA,NA,841,2018,14
426921371,"692-694 Broadway","New York",10012,40.728165,-73.994108,360610055022000,90509358,2018-01-16,2200000,15272,106,1912,NA,NA,NA,NA,1526,2018,106
426921372,"50-825 United Nations Plz","New York",10017,40.751761,-73.968299,360610090003001,153728529,2018-01-25,1934675,20139,106,2008,NA,NA,NA,NA,1147,2018,10
426921373,"350 E 54th St","New York",10022,40.756365,-73.964806,360610098005000,90581657,2018-01-16,625000,NA,106,1941,NA,NA,NA,NA,327,2018,77
426921376,"28 W 76th St","New York",10023,40.779223,-73.975656,360610161003000,90555911,2018-01-19,13100000,2043.4,101,1910,NA,NA,NA,NA,6640,2018,108
426921397,"1212 5th Ave","New York",10029,40.791407,-73.952823,360610168002001,90608319,2018-01-24,998000,10092,106,1925,NA,NA,NA,NA,809,2018,93
426921404,"250 E 40th St","New York",10016,40.748519,-73.973396,360610088002001,90536293,2018-01-22,1340000,NA,106,1988,NA,NA,NA,NA,967,2018,30
426921405,"205 E 59th St","New York",10022,40.76163,-73.966117,360610110003002,90588398,2018-01-19,1575000,NA,106,2003,NA,NA,NA,NA,1071,2018,15
426921410,"350 W 50th St","New York",10019,40.762999,-73.988189,360610133002001,90545703,2018-01-17,575000,NA,106,1989,NA,NA,NA,NA,402,2018,29
426921416,"52 W 22nd St","New York",10010,40.741746,-73.992713,360610058001009,90525946,2018-01-16,2200000,NA,106,1851,NA,NA,NA,NA,1376,2018,167
426921419,"372 Broome St","New York",10013,40.720453,-73.996102,360610041006003,90506068,2018-01-23,4750000,4592,106,1900,NA,NA,NA,NA,2164,2018,118
426921420,"225 E 86th St","New York",10028,40.778583,-73.952679,360610146022000,168909242,2018-01-19,808000,NA,106,1981,NA,NA,NA,NA,826,2018,37
426921421,"77 Park Ave","New York",10016,40.749961,-73.978919,360610080002003,90534042,2018-01-10,1215000,NA,106,1924,NA,NA,NA,NA,848,2018,94
426921422,"421 E 13th St","New York",10009,40.73042,-73.981781,360610034004000,90503936,2018-01-24,1650000,NA,106,2007,NA,NA,NA,NA,994,2018,11
426921427,"330 E 109th St","New York",10029,40.791791,-73.939798,360610170005000,90610675,2018-01-18,575000,NA,106,2007,NA,NA,NA,NA,626,2018,11
426921431,"301 E 79th St","New York",10075,40.773341,-73.954466,360610138009000,90603458,2018-01-12,1670000,NA,106,1974,NA,NA,NA,NA,846,2018,44
426921432,"58 W 129th St","New York",10027,40.809851,-73.943102,360610208002002,153729526,2018-01-25,590000,5258,106,2014,NA,NA,NA,NA,479,2018,4
426921434,"2068 5th Ave","New York",10035,40.808163,-73.941343,360610208003000,90612024,2018-01-19,985000,1423,106,1880,NA,NA,NA,NA,943,2018,138
426921435,"235 E 40TH ST APT 31D","NEW YORK",10016,NA,NA,NA,90576335,2018-01-18,888000,NA,106,1986,NA,NA,NA,NA,715,2018,32
426921437,"404 E 66th St","New York",10065,40.763436,-73.958209,360610116002000,90593410,2018-01-18,950000,NA,106,1959,NA,NA,NA,NA,1180,2018,59
426921440,"333 E 34th St","New York",10016,40.74443,-73.974472,360610078005003,90538596,2018-01-23,825000,19532,106,1961,NA,NA,NA,NA,620,2018,57
426921444,"402 E 90th St","New York",10128,40.778969,-73.946994,360610152005000,90606172,2018-01-17,880000,12875,106,1910,NA,NA,NA,NA,967,2018,108
426921445,"333 E 109th St","New York",10029,40.792099,-73.939341,360610180002002,90610805,2018-01-24,623500,NA,106,2007,NA,NA,NA,NA,647,2018,11
426921448,"159 W 53rd St","New York",10019,40.76287,-73.981224,360610131001000,90541436,2018-01-29,850000,12019,106,1968,NA,NA,NA,NA,604,2018,50
426921452,"450 W 17th St","New York",10011,40.743611,-74.006109,360610083003001,90518429,2018-01-18,1580000,NA,106,2006,NA,NA,NA,NA,635,2018,12
426921453,"181 7th Ave","New York",10011,40.742449,-73.996394,360610087001001,90523344,2018-01-17,950000,NA,106,1987,NA,NA,NA,NA,563,2018,31
426929314,"225 CENTRAL PARK W","NEW YORK",10024,40.7831,-73.9711,360610169006,161206350,2018-01-25,2400000,NA,107,1926,NA,NA,NA,NA,NA,2018,92
426929322,"784 PARK AVE","NEW YORK",10021,40.77216,-73.96326,360610130002000,161206359,2018-02-01,14350000,NA,107,1930,NA,NA,NA,NA,NA,2018,88
427104165,"259 W 4TH ST","NEW YORK",10014,40.735309,-74.003086,360610073006001,90514346,2018-02-01,2350000,5090.1,107,1910,NA,NA,NA,NA,19715,2018,108
427148595,"910 5TH AVE","NEW YORK",10021,40.772201,-73.967019,360610130003002,90585003,2018-01-25,3950000,10693.24,107,1959,NA,NA,NA,NA,163600,2018,59
427240834,"635 W 42nd St","New York",10036,40.761539,-73.999137,360610129002005,90551779,2018-01-30,2000000,NA,106,2005,NA,NA,NA,NA,1024,2018,13
427240835,"393 W 49th St","New York",10019,40.762798,-73.988701,360610127005000,90546199,2018-01-26,1300000,NA,106,1989,NA,NA,NA,NA,814,2018,29
427240853,"302 W 12th St","New York",10014,40.737308,-74.004667,360610077004002,90515430,2018-01-26,2175000,NA,106,1910,NA,NA,NA,NA,837,2018,108
427240854,"169 W 95th St","New York",10025,40.793528,-73.97024,360610181001000,158170245,2018-01-30,908279,30212,106,1971,NA,NA,NA,NA,504,2018,47
427240860,"15 E 26th St","New York",10010,40.743345,-73.987004,360610056001002,90528866,2018-01-23,4405000,NA,106,1912,NA,NA,NA,NA,2365,2018,106
427240862,"140 E 63rd St","New York",10065,40.764401,-73.966198,360610114021000,90586250,2018-01-24,12500000,NA,106,1927,NA,NA,NA,NA,3252,2018,91
427240870,"19 Sutton Pl","New York",10022,40.757802,-73.960043,360610106016002,90583047,2018-01-12,7000000,851.5,104,1899,NA,NA,NA,NA,4703,2018,119
427240876,"301 E 79th St","New York",10075,40.773341,-73.954466,360610138008000,90603298,2018-01-29,883600,NA,106,1974,NA,NA,NA,NA,615,2018,44
427240888,"2 Bleecker St","New York",10012,40.725186,-73.992535,360610055022010,90508568,2018-01-23,3500000,NA,106,1910,NA,NA,NA,NA,1862,2018,108
427240902,"460 E 79th St","New York",10075,40.771231,-73.950928,360610132001000,90594946,2018-02-01,656771,9675,106,1960,NA,NA,NA,NA,513,2018,58
427240905,"169 W 95th St","New York",10025,40.793528,-73.97024,360610181001000,158170067,2018-01-19,1003994,30212,106,1971,NA,NA,NA,NA,642,2018,47
427240906,"60 W 20th St","New York",10011,40.740657,-73.993904,360610054001002,90525766,2018-01-09,1595000,NA,106,1906,NA,NA,NA,NA,982,2018,112
427240909,"330 Spring St","New York",10013,40.725808,-74.009686,360610037001018,90512959,2018-01-10,3500000,NA,106,2005,NA,NA,NA,NA,2037,2018,13
427240911,"49 E 21st St","New York",10010,40.739303,-73.98768,360610056003000,90527790,2018-01-30,2230000,7104,106,1913,NA,NA,NA,NA,1461,2018,105
